customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ChargesMonthly,ChargesTotal,DailyAccounts,Churn_numerico
6016-LVTJQ,NO,FEMALE,0,YES,YES,34,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,20.65,716.4,0.6783837056504598,0
6016-NXBNJ,NO,MALE,0,NO,NO,35,YES,NO,NO,NO,NO,NO,NO,NO,NO,ONE YEAR,YES,MAILED CHECK,19.15,638.0,0.6291064388961891,0
6017-PPLPX,YES,MALE,0,YES,YES,20,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,70.45,1470.95,2.314388961892247,1
6022-KOUQO,NO,FEMALE,0,YES,YES,2,NO,NO,DSL,NO,NO,NO,YES,NO,NO,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),29.05,44.75,0.9543363994743758,0
6022-UGGSO,YES,FEMALE,1,NO,NO,32,YES,NO,FIBER OPTIC,NO,YES,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,74.4,2276.95,2.4441524310118266,1
6023-GSSXW,NO,FEMALE,0,YES,NO,69,YES,NO,DSL,NO,YES,NO,NO,NO,YES,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),61.45,4131.2,2.0187253613666227,0
6023-YEBUP,YES,MALE,0,NO,NO,3,YES,YES,FIBER OPTIC,NO,NO,YES,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,100.95,329.95,3.316360052562418,1
6024-RUGGH,NO,MALE,0,YES,YES,72,YES,YES,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),25.2,1798.9,0.8278580814717477,0
6029-CSMJE,NO,MALE,0,NO,NO,17,NO,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,25.65,440.2,0.8426412614980289,0
6029-WTIPC,YES,MALE,1,NO,NO,37,YES,YES,FIBER OPTIC,NO,NO,YES,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,101.1,3744.05,3.321287779237845,1
6030-REHUX,NO,FEMALE,1,YES,NO,28,YES,YES,FIBER OPTIC,NO,YES,YES,YES,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,110.85,3204.4,3.641590013140604,0
6032-IGALN,YES,FEMALE,0,NO,NO,1,NO,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,25.1,25.1,0.8245729303547963,1
6032-KRXXO,YES,MALE,0,NO,NO,30,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,90.25,2755.35,2.96484888304862,1
6034-YMTOB,NO,FEMALE,0,NO,NO,5,YES,NO,FIBER OPTIC,NO,NO,NO,YES,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,75.65,399.45,2.485216819973719,0
6034-ZRYCV,YES,FEMALE,0,YES,NO,72,NO,NO,DSL,NO,YES,YES,NO,YES,YES,TWO YEAR,YES,ELECTRONIC CHECK,54.2,3937.45,1.780551905387648,1
6035-BXTTY,NO,FEMALE,1,NO,NO,32,YES,NO,DSL,NO,YES,NO,YES,NO,NO,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),54.65,1830.1,1.795335085413929,0
6035-RIIOM,NO,FEMALE,0,NO,NO,54,YES,YES,FIBER OPTIC,NO,YES,NO,NO,YES,YES,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),97.2,5129.45,3.193166885676741,0
6036-TTFYU,NO,FEMALE,0,YES,NO,16,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,19.6,314.45,0.6438896189224704,0
6038-GCYEC,YES,FEMALE,0,NO,NO,24,NO,NO,DSL,NO,YES,YES,NO,YES,YES,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),54.15,1240.25,1.778909329829172,1
6040-CGACY,NO,FEMALE,0,NO,NO,15,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,19.6,299.4,0.6438896189224704,0
6047-SUHPR,NO,MALE,0,YES,YES,39,YES,NO,DSL,YES,YES,YES,NO,NO,NO,ONE YEAR,NO,ELECTRONIC CHECK,59.8,2343.85,1.964520367936925,0
6047-YHPVI,YES,MALE,0,NO,NO,5,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,69.7,316.9,2.2897503285151117,1
6048-NJXHX,NO,MALE,0,YES,NO,41,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,YES,ELECTRONIC CHECK,19.75,899.45,0.6488173455978975,0
6048-QBXKL,NO,FEMALE,1,NO,NO,2,YES,YES,DSL,NO,YES,NO,NO,NO,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),56.55,118.25,1.8577529566360051,0
6048-UWKAL,NO,FEMALE,1,YES,NO,69,YES,YES,FIBER OPTIC,NO,YES,NO,YES,YES,YES,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),105.4,6998.95,3.462549277266754,0
6050-FFXES,NO,FEMALE,0,YES,NO,69,YES,YES,FIBER OPTIC,NO,NO,YES,YES,YES,YES,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),105.35,7240.65,3.460906701708278,0
6050-IJRHS,NO,FEMALE,0,YES,YES,70,YES,YES,FIBER OPTIC,NO,YES,YES,NO,YES,YES,ONE YEAR,YES,ELECTRONIC CHECK,106.5,7397.0,3.4986859395532193,0
6051-PTVNS,NO,FEMALE,0,YES,YES,55,YES,NO,NO,NO,NO,NO,NO,NO,NO,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),19.15,998.1,0.6291064388961891,0
6060-DRTNL,YES,FEMALE,1,NO,NO,5,YES,NO,FIBER OPTIC,NO,NO,YES,NO,YES,NO,MONTH-TO-MONTH,YES,MAILED CHECK,84.85,415.55,2.7874507227332455,1
6060-QBMGV,NO,MALE,0,YES,NO,70,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),19.85,1433.8,0.6521024967148489,0
6061-GWWAV,NO,MALE,0,NO,YES,41,YES,NO,DSL,YES,YES,YES,NO,YES,NO,ONE YEAR,NO,MAILED CHECK,70.2,2894.55,2.3061760840998686,0
6061-PQHMK,NO,FEMALE,0,NO,NO,25,YES,NO,NO,NO,NO,NO,NO,NO,NO,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),19.9,527.5,0.6537450722733245,0
6064-PUPMC,NO,MALE,0,YES,YES,23,YES,NO,DSL,YES,NO,NO,YES,NO,NO,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),57.2,1423.35,1.8791064388961893,0
6064-ZATLR,NO,FEMALE,0,NO,NO,27,YES,NO,DSL,YES,YES,NO,NO,NO,NO,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),52.85,1498.65,1.7362023653088041,0
6067-NGCEU,NO,FEMALE,0,NO,NO,65,YES,YES,FIBER OPTIC,YES,YES,YES,NO,YES,YES,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),111.05,7107.0,3.648160315374507,0
6072-NUQCB,NO,MALE,0,YES,YES,22,YES,NO,NO,NO,NO,NO,NO,NO,NO,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),20.25,488.25,0.6652431011826544,0
6075-QMNRR,NO,FEMALE,0,NO,NO,52,YES,NO,DSL,YES,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),49.75,2535.55,1.6343626806833114,0
6075-SLNIL,NO,MALE,0,NO,NO,38,YES,YES,FIBER OPTIC,NO,YES,YES,NO,NO,YES,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),95.1,3691.2,3.124178712220762,0
6077-BDPXA,NO,FEMALE,0,NO,NO,3,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,70.15,194.2,2.304533508541393,0
6078-VESFR,NO,MALE,1,YES,NO,13,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),70.45,849.1,2.314388961892247,0
6080-LNESI,NO,MALE,0,NO,NO,51,YES,YES,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,MAILED CHECK,24.75,1234.6,0.8130749014454665,0
6080-TCMYC,NO,MALE,0,YES,YES,40,YES,YES,FIBER OPTIC,NO,NO,YES,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,81.2,3292.3,2.6675427069645203,0
6082-GLJIX,NO,MALE,0,NO,NO,18,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,19.25,331.35,0.6323915900131406,0
6082-OQFBA,NO,MALE,0,YES,YES,23,YES,NO,NO,NO,NO,NO,NO,NO,NO,ONE YEAR,NO,MAILED CHECK,19.65,436.9,0.645532194480946,0
6086-ESGRL,YES,FEMALE,0,NO,NO,1,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,YES,MONTH-TO-MONTH,NO,CREDIT CARD (AUTOMATIC),80.15,80.15,2.633048620236531,1
6087-MVHJH,YES,FEMALE,0,NO,NO,16,YES,YES,FIBER OPTIC,NO,NO,YES,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,88.45,1422.1,2.9057161629434956,1
6087-YPWHO,NO,MALE,0,YES,NO,72,YES,YES,DSL,YES,YES,YES,YES,NO,NO,TWO YEAR,NO,MAILED CHECK,68.15,4808.7,2.2388304862023656,0
6088-BXMRG,NO,FEMALE,0,YES,YES,32,YES,YES,FIBER OPTIC,NO,YES,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,98.85,3089.6,3.2473718791064385,0
6092-QZVPP,NO,MALE,0,NO,NO,36,YES,NO,DSL,YES,NO,YES,YES,YES,YES,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),79.2,2854.95,2.6018396846254928,0
6094-ZIVKX,NO,FEMALE,0,NO,NO,68,YES,NO,DSL,YES,NO,YES,NO,NO,NO,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),54.45,3674.95,1.7887647831800264,0
6096-EGVTU,NO,FEMALE,0,YES,YES,64,YES,YES,NO,NO,NO,NO,NO,NO,NO,ONE YEAR,NO,MAILED CHECK,24.9,1595.5,0.8180026281208935,0
6097-EQISJ,YES,FEMALE,0,YES,YES,66,YES,YES,FIBER OPTIC,NO,YES,YES,NO,YES,YES,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),102.45,6615.15,3.3656373193166886,1
6100-FJZDG,NO,MALE,0,YES,YES,26,YES,NO,NO,NO,NO,NO,NO,NO,NO,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),20.05,505.9,0.6586727989487516,0
6100-QQHEB,YES,MALE,0,YES,YES,17,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,92.55,1515.1,3.0404073587385017,1
6101-IMRMM,YES,MALE,0,NO,YES,6,YES,NO,FIBER OPTIC,NO,NO,YES,NO,YES,YES,MONTH-TO-MONTH,NO,MAILED CHECK,94.5,575.45,3.1044678055190538,1
6103-BOCOU,NO,FEMALE,0,NO,NO,26,YES,YES,FIBER OPTIC,NO,NO,YES,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,80.7,2193.0,2.6511169513797634,0
6103-LIANB,NO,MALE,0,YES,YES,59,YES,YES,FIBER OPTIC,NO,NO,YES,NO,YES,YES,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),99.5,5861.75,3.2687253613666227,0
6103-QCKFX,NO,FEMALE,0,YES,YES,44,YES,NO,DSL,YES,NO,NO,YES,NO,NO,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),56.25,2419.55,1.847897503285151,0
6108-OQZDQ,YES,FEMALE,0,YES,YES,4,YES,YES,FIBER OPTIC,NO,YES,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,97.95,384.5,3.2178055190538766,1
6110-OHIHY,YES,MALE,0,NO,NO,3,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,79.25,267.6,2.6034822601839682,1
6112-KTHFQ,NO,FEMALE,0,NO,NO,13,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,19.3,279.3,0.6340341655716163,0
6114-TCFID,NO,FEMALE,0,NO,NO,29,NO,NO,DSL,YES,YES,NO,YES,NO,NO,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),39.5,1082.75,1.297634691195795,0
6115-ZTBFQ,NO,FEMALE,0,YES,NO,72,NO,NO,DSL,YES,YES,YES,YES,YES,YES,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),65.5,4919.7,2.151773981603154,0
6116-RFVHN,NO,FEMALE,0,YES,NO,34,YES,YES,FIBER OPTIC,NO,NO,YES,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,100.45,3414.65,3.299934296977661,0
6119-SPUDB,NO,MALE,0,NO,NO,46,NO,NO,DSL,YES,NO,YES,YES,NO,NO,TWO YEAR,NO,MAILED CHECK,38.25,1755.35,1.2565703022339028,0
6120-RJKLU,NO,FEMALE,1,YES,NO,62,YES,NO,DSL,YES,NO,YES,YES,YES,YES,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),79.95,4819.75,2.6264783180026283,0
6121-TNHBO,NO,FEMALE,1,NO,NO,63,YES,YES,DSL,YES,YES,YES,YES,YES,NO,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),83.0,5243.05,2.726675427069645,0
6121-VZNQB,YES,FEMALE,0,NO,NO,1,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,19.1,19.1,0.6274638633377135,1
6122-EFVKN,NO,MALE,0,NO,YES,24,NO,NO,DSL,YES,NO,NO,YES,NO,NO,TWO YEAR,NO,MAILED CHECK,35.75,830.8,1.1744415243101183,0
6122-LJADA,NO,MALE,0,YES,YES,70,YES,YES,DSL,YES,YES,YES,YES,YES,YES,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),90.15,6237.05,2.961563731931669,0
6124-ACRHJ,NO,FEMALE,0,NO,NO,1,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,19.75,19.75,0.6488173455978975,0
6127-ISGTU,YES,FEMALE,0,YES,NO,16,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,84.95,1378.25,2.7907358738501973,1
6127-IYJOZ,NO,MALE,1,NO,NO,1,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,45.85,45.85,1.5062417871222076,0
6128-AQBMT,NO,MALE,1,YES,NO,41,NO,NO,DSL,NO,YES,YES,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,53.95,2215.4,1.7723390275952695,0
6128-CZOMY,YES,FEMALE,0,NO,NO,1,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,45.65,45.65,1.4996714848883048,1
6128-DAFVY,NO,FEMALE,0,NO,NO,56,NO,NO,DSL,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),44.85,2564.95,1.4733902759526938,0
6131-FOYAS,NO,MALE,0,NO,NO,35,YES,YES,DSL,YES,NO,YES,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,59.6,2094.9,1.9579500657030222,0
6131-IUNXN,NO,FEMALE,0,YES,YES,19,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,20.2,382.2,0.6636005256241787,0
6131-JLWZM,NO,FEMALE,0,NO,NO,13,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,20.3,275.4,0.6668856767411301,0
6133-OZILE,NO,FEMALE,0,NO,NO,18,NO,NO,DSL,NO,NO,YES,YES,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,35.2,607.3,1.1563731931668857,0
6134-KWTBV,NO,MALE,0,NO,NO,62,YES,YES,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),23.4,1429.65,0.7687253613666228,0
6135-OZQVA,NO,FEMALE,0,NO,NO,7,YES,YES,DSL,YES,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,53.65,404.35,1.7624835742444152,0
6137-MFAJN,NO,FEMALE,0,NO,NO,48,NO,NO,DSL,YES,YES,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,44.8,2104.55,1.4717477003942179,0
6137-NICCO,NO,FEMALE,0,YES,YES,6,YES,YES,FIBER OPTIC,NO,YES,YES,NO,YES,NO,MONTH-TO-MONTH,YES,MAILED CHECK,94.05,518.75,3.0896846254927723,0
6139-ZZRBQ,NO,MALE,1,NO,NO,64,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),20.05,1198.05,0.6586727989487516,0
6140-QNRQQ,YES,MALE,0,NO,NO,1,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,71.55,71.55,2.350525624178712,1
6141-OOXUQ,YES,MALE,0,NO,NO,1,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,19.65,19.65,0.645532194480946,1
6142-VSJQO,YES,FEMALE,0,YES,YES,1,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),44.35,44.35,1.4569645203679369,1
6143-JQKEA,NO,MALE,0,NO,NO,10,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),45.8,436.2,1.5045992115637317,0
6145-NNPNO,NO,FEMALE,0,NO,NO,1,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),44.15,44.15,1.4503942181340341,0
6147-CBCRA,NO,FEMALE,0,YES,NO,33,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,20.05,669.45,0.6586727989487516,0
6152-ONASV,NO,FEMALE,0,YES,NO,68,YES,YES,DSL,YES,NO,NO,YES,NO,NO,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),58.25,3975.7,1.9136005256241786,0
6156-UZDLF,NO,FEMALE,0,NO,NO,26,YES,NO,FIBER OPTIC,YES,NO,YES,YES,NO,NO,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),87.15,2274.1,2.8630091984231276,0
6158-DWPZT,YES,MALE,0,YES,NO,9,NO,NO,DSL,NO,NO,NO,NO,NO,NO,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),24.1,259.8,0.7917214191852825,1
6158-HDPXZ,NO,MALE,0,NO,NO,1,NO,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,25.35,25.35,0.8327858081471747,0
6161-ERDGD,NO,MALE,0,YES,YES,71,YES,YES,DSL,YES,NO,YES,YES,YES,YES,ONE YEAR,NO,ELECTRONIC CHECK,85.45,6300.85,2.807161629434954,0
6161-UUUTA,YES,MALE,1,NO,NO,3,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,79.9,260.9,2.6248357424441524,1
6164-HAQTX,NO,MALE,0,NO,NO,71,NO,NO,DSL,YES,YES,YES,YES,YES,NO,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),53.95,3888.65,1.7723390275952695,0
6164-HXUGH,NO,FEMALE,0,YES,YES,6,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,19.85,119.3,0.6521024967148489,0
6166-ILMNY,YES,FEMALE,0,NO,NO,2,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),69.75,144.55,2.291392904073587,1
6166-YIPFO,NO,MALE,0,YES,NO,72,NO,NO,DSL,YES,YES,YES,YES,YES,YES,TWO YEAR,YES,ELECTRONIC CHECK,64.7,4746.05,2.1254927726675428,0
6168-WFVVF,YES,FEMALE,1,NO,NO,3,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,70.3,235.5,2.3094612352168196,1
6168-YBYNP,NO,MALE,0,NO,NO,59,YES,YES,FIBER OPTIC,NO,YES,YES,YES,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,111.35,6519.75,3.658015768725361,0
6169-PGNCD,NO,FEMALE,0,NO,NO,57,YES,NO,DSL,YES,YES,YES,YES,YES,NO,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),74.3,4166.35,2.440867279894875,0
6169-PPETC,NO,MALE,0,YES,YES,35,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),20.5,759.35,0.6734559789750328,0
6171-ZTVYB,NO,MALE,0,YES,NO,43,YES,YES,DSL,YES,YES,NO,YES,NO,NO,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),66.25,2907.35,2.176412614980289,0
6172-FECYY,YES,MALE,0,YES,YES,49,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,84.5,4254.85,2.775952693823916,1
6173-GOLSU,NO,MALE,1,YES,NO,67,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),94.65,6079.0,3.109395532194481,0
6173-ITPWD,YES,MALE,0,YES,NO,47,YES,YES,FIBER OPTIC,NO,YES,YES,NO,NO,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),83.35,4065.0,2.7381734559789748,1
6174-NRBTZ,NO,MALE,0,NO,NO,46,NO,NO,DSL,YES,NO,NO,NO,NO,NO,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),30.75,1489.3,1.0101839684625493,0
6175-IRFIT,NO,MALE,0,NO,NO,5,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,YES,MONTH-TO-MONTH,NO,MAILED CHECK,78.75,426.35,2.5870565045992113,0
6176-YJWAS,NO,MALE,0,YES,NO,72,YES,YES,FIBER OPTIC,YES,YES,YES,NO,YES,NO,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),97.95,7114.25,3.2178055190538766,0
6177-PEVRA,NO,FEMALE,0,NO,NO,48,YES,NO,DSL,YES,YES,NO,NO,NO,NO,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),55.5,2627.35,1.8232588699080157,0
6178-KFNHS,YES,FEMALE,0,NO,YES,12,YES,YES,FIBER OPTIC,YES,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,78.3,909.25,2.5722733245729303,1
6179-GJPSO,YES,FEMALE,1,NO,NO,43,YES,NO,FIBER OPTIC,YES,YES,NO,YES,YES,YES,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),108.15,4600.7,3.5528909329829172,1
6180-YBIQI,NO,MALE,0,NO,NO,5,NO,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,24.3,100.2,0.7982917214191853,0
6181-AXXYF,NO,MALE,0,YES,YES,72,YES,YES,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),24.75,1859.1,0.8130749014454665,0
6184-DYUOB,NO,FEMALE,0,YES,NO,3,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,19.6,55.25,0.6438896189224704,0
6185-TASNN,NO,MALE,1,NO,NO,1,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,46.3,46.3,1.5210249671484888,0
6188-UXBBR,NO,FEMALE,0,YES,NO,38,YES,NO,NO,NO,NO,NO,NO,NO,NO,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),20.25,814.75,0.6652431011826544,0
6194-HBGQN,NO,MALE,0,NO,NO,51,YES,YES,DSL,YES,YES,YES,YES,YES,NO,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),81.15,4126.2,2.665900131406045,0
6195-MELTI,NO,MALE,0,NO,NO,57,YES,NO,DSL,NO,YES,NO,YES,NO,NO,ONE YEAR,YES,MAILED CHECK,54.65,3134.7,1.795335085413929,0
6196-HBOBZ,NO,MALE,0,YES,NO,65,YES,YES,FIBER OPTIC,YES,YES,YES,NO,YES,NO,TWO YEAR,YES,ELECTRONIC CHECK,99.35,6347.55,3.2637976346911954,0
6198-PNNSZ,NO,FEMALE,0,YES,NO,56,YES,YES,FIBER OPTIC,YES,YES,YES,NO,YES,YES,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),109.8,6109.65,3.607095926412615,0
6198-RTPMF,NO,FEMALE,0,YES,NO,17,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,92.6,1579.7,3.0420499342969776,0
6198-ZFIOJ,NO,FEMALE,0,NO,NO,5,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,75.6,402.5,2.4835742444152427,0
6199-IPCAO,NO,FEMALE,0,YES,YES,29,YES,YES,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,MAILED CHECK,26.1,692.55,0.8574244415243101,0
6199-IWKGC,NO,FEMALE,1,YES,NO,46,YES,YES,FIBER OPTIC,NO,NO,NO,YES,YES,YES,ONE YEAR,NO,ELECTRONIC CHECK,100.25,4753.85,3.2933639947437583,0
6202-DYYFX,NO,FEMALE,0,NO,NO,22,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),76.0,1783.6,2.4967148488830486,0
6202-JVYEU,NO,MALE,0,NO,NO,9,YES,NO,NO,NO,NO,NO,NO,NO,NO,ONE YEAR,YES,ELECTRONIC CHECK,19.9,164.6,0.6537450722733245,0
6203-HBZPA,NO,MALE,0,NO,NO,52,NO,NO,DSL,YES,YES,YES,YES,YES,YES,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),63.9,3334.95,2.0992115637319317,0
6204-IEUXJ,YES,FEMALE,0,NO,NO,3,YES,NO,FIBER OPTIC,NO,NO,YES,YES,NO,NO,MONTH-TO-MONTH,NO,CREDIT CARD (AUTOMATIC),80.1,217.55,2.6314060446780547,1
